E:/sampel/vm-secu/dump/file.0xd606b5a6f8a0.0xd606b5a74b20.ImageSectionObject.services.exe.img,34404,7,0,0,240,34,523,14,20,527872,176640,0,214304,4096,1.41E+14,4096,512,10,0,10,0,10,0,0,720896,1024,772399,2,49504,524288,32768,1048576,4096,0,16,0
E:/sampel/vm-secu/dump/file.0xd606b2264460.0xd606b5a7fa20.ImageSectionObject.cryptdll.dll-4.img,34404,7,0,0,240,8226,523,14,20,34304,29696,0,34336,4096,1.41E+14,4096,512,10,0,10,0,10,0,0,86016,1024,113600,3,16736,262144,4096,1048576,4096,0,16,0
E:/sampel/vm-secu/dump/file.0xd606b2264460.0xd606b5a7fa20.ImageSectionObject.cryptdll.dll-5.img,34404,7,0,0,240,8226,523,14,20,34304,29696,0,34336,4096,1.41E+14,4096,512,10,0,10,0,10,0,0,86016,1024,113600,3,16736,262144,4096,1048576,4096,0,16,0
E:/sampel/vm-secu/dump/file.0xd606b2264460.0xd606b5a7fa20.ImageSectionObject.cryptdll.dll-6.img,34404,7,0,0,240,8226,523,14,20,34304,29696,0,34336,4096,1.41E+14,4096,512,10,0,10,0,10,0,0,86016,1024,113600,3,16736,262144,4096,1048576,4096,0,16,0
E:/sampel/vm-secu/dump/file.0xd606b2264460.0xd606b5a7fa20.ImageSectionObject.cryptdll.dll.img,34404,7,0,0,240,8226,523,14,20,34304,29696,0,34336,4096,1.41E+14,4096,512,10,0,10,0,10,0,0,86016,1024,113600,3,16736,262144,4096,1048576,4096,0,16,0
E:/sampel/vm-secu/dump/file.0xd606b22645f0.0xd606b5a7fcc0.ImageSectionObject.mswsock.dll-1.img,34404,9,0,0,240,8226,523,14,20,331776,77824,0,70144,4096,1.41E+14,4096,512,10,0,10,0,10,0,0,434176,1024,466417,3,16736,262144,4096,1048576,4096,0,16,0
E:/sampel/vm-secu/dump/file.0xd606b22645f0.0xd606b5a7fcc0.ImageSectionObject.mswsock.dll-10.img,34404,9,0,0,240,8226,523,14,20,331776,77824,0,70144,4096,1.41E+14,4096,512,10,0,10,0,10,0,0,434176,1024,466417,3,16736,262144,4096,1048576,4096,0,16,0
E:/sampel/vm-secu/dump/file.0xd606b22645f0.0xd606b5a7fcc0.ImageSectionObject.mswsock.dll-11.img,34404,9,0,0,240,8226,523,14,20,331776,77824,0,70144,4096,1.41E+14,4096,512,10,0,10,0,10,0,0,434176,1024,466417,3,16736,262144,4096,1048576,4096,0,16,0
E:/sampel/vm-secu/dump/file.0xd606b22645f0.0xd606b5a7fcc0.ImageSectionObject.mswsock.dll-12.img,34404,9,0,0,240,8226,523,14,20,331776,77824,0,70144,4096,1.41E+14,4096,512,10,0,10,0,10,0,0,434176,1024,466417,3,16736,262144,4096,1048576,4096,0,16,0
E:/sampel/vm-secu/dump/file.0xd606b22645f0.0xd606b5a7fcc0.ImageSectionObject.mswsock.dll-13.img,34404,9,0,0,240,8226,523,14,20,331776,77824,0,70144,4096,1.41E+14,4096,512,10,0,10,0,10,0,0,434176,1024,466417,3,16736,262144,4096,1048576,4096,0,16,0
E:/sampel/vm-secu/dump/file.0xd606b22645f0.0xd606b5a7fcc0.ImageSectionObject.mswsock.dll-14.img,34404,9,0,0,240,8226,523,14,20,331776,77824,0,70144,4096,1.41E+14,4096,512,10,0,10,0,10,0,0,434176,1024,466417,3,16736,262144,4096,1048576,4096,0,16,0
E:/sampel/vm-secu/dump/file.0xd606b22645f0.0xd606b5a7fcc0.ImageSectionObject.mswsock.dll-15.img,34404,9,0,0,240,8226,523,14,20,331776,77824,0,70144,4096,1.41E+14,4096,512,10,0,10,0,10,0,0,434176,1024,466417,3,16736,262144,4096,1048576,4096,0,16,0
E:/sampel/vm-secu/dump/file.0xd606b22645f0.0xd606b5a7fcc0.ImageSectionObject.mswsock.dll-16.img,34404,9,0,0,240,8226,523,14,20,331776,77824,0,70144,4096,1.41E+14,4096,512,10,0,10,0,10,0,0,434176,1024,466417,3,16736,262144,4096,1048576,4096,0,16,0
E:/sampel/vm-secu/dump/file.0xd606b22645f0.0xd606b5a7fcc0.ImageSectionObject.mswsock.dll-17.img,34404,9,0,0,240,8226,523,14,20,331776,77824,0,70144,4096,1.41E+14,4096,512,10,0,10,0,10,0,0,434176,1024,466417,3,16736,262144,4096,1048576,4096,0,16,0
E:/sampel/vm-secu/dump/file.0xd606b22645f0.0xd606b5a7fcc0.ImageSectionObject.mswsock.dll-18.img,34404,9,0,0,240,8226,523,14,20,331776,77824,0,70144,4096,1.41E+14,4096,512,10,0,10,0,10,0,0,434176,1024,466417,3,16736,262144,4096,1048576,4096,0,16,0
