name,Machine,NumberOfSections,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics,Magic,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,Win32VersionValue,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes
E:/sampel/case2_bangbernad/dmp/pid.10340.0x7ff702780000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,28.0,28672.0,36864.0,0.0,21376.0,4096.0,140698875068416.0,4096.0,4096.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,4096.0,131198.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case2_bangbernad/dmp/pid.10340.0x7ff702780000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,28.0,28672.0,36864.0,0.0,21376.0,4096.0,140698875068416.0,4096.0,4096.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,4096.0,131198.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case2_bangbernad/dmp/pid.10352.0x7ff702780000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,28.0,28672.0,36864.0,0.0,21376.0,4096.0,140698875068416.0,4096.0,4096.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,4096.0,131198.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case2_bangbernad/dmp/pid.10584.0x7ff6a8a40000.dmp,34404.0,10.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,518144.0,330752.0,0.0,6141.0,4096.0,140697368002560.0,4096.0,512.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,876544.0,1024.0,866622.0,2.0,33120.0,1048576.0,4096.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case2_bangbernad/dmp/pid.1060.0x7ff6bb550000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,28.0,385024.0,155648.0,0.0,20064.0,4096.0,140697681592320.0,4096.0,4096.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,544768.0,4096.0,613856.0,2.0,49504.0,524288.0,57344.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case2_bangbernad/dmp/pid.1068.0x7ff66a820000.dmp,34404.0,6.0,0.0,0.0,240.0,34.0,523.0,14.0,28.0,4096.0,20480.0,0.0,4112.0,4096.0,140696325586944.0,4096.0,4096.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,28672.0,4096.0,37874.0,1.0,16736.0,262144.0,32768.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case2_bangbernad/dmp/pid.10688.0x7ff74c950000.dmp,34404.0,6.0,0.0,0.0,240.0,34.0,523.0,14.0,28.0,8192.0,24576.0,0.0,4880.0,4096.0,140700118482944.0,4096.0,4096.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,36864.0,4096.0,71919.0,2.0,49504.0,1048576.0,32768.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case2_bangbernad/dmp/pid.10996.0x7ff702780000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,28.0,28672.0,36864.0,0.0,21376.0,4096.0,140698875068416.0,4096.0,4096.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,4096.0,131198.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case2_bangbernad/dmp/pid.11184.0x7ff702780000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,28.0,28672.0,36864.0,0.0,21376.0,4096.0,140698875068416.0,4096.0,4096.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,4096.0,131198.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case2_bangbernad/dmp/pid.11272.0x7ff6944e0000.dmp,34404.0,13.0,0.0,0.0,240.0,34.0,523.0,14.0,0.0,2442752.0,686080.0,0.0,914160.0,4096.0,140697026822144.0,4096.0,512.0,5.0,2.0,0.0,0.0,5.0,2.0,0.0,3207168.0,1024.0,3150154.0,2.0,49504.0,8388608.0,4096.0,1048576.0,4096.0,0.0,16.0
