name,Machine,NumberOfSections,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics,Magic,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,Win32VersionValue,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes
E:/sampel/case4_Africa/dmp/pid.1080.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1080.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1088.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1156.0x7ff640050000.dmp,34404.0,6.0,0.0,0.0,240.0,34.0,523.0,14.0,28.0,69632.0,49152.0,0.0,47376.0,4096.0,140695612751872.0,4096.0,4096.0,10.0,0.0,10.0,0.0,6.0,1.0,0.0,122880.0,4096.0,155413.0,2.0,49632.0,524288.0,65536.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1164.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1172.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1204.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1296.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1328.0x7ff6fb270000.dmp,34404.0,11.0,0.0,0.0,240.0,34.0,523.0,14.0,0.0,1725952.0,662016.0,0.0,1000304.0,4096.0,140698752319488.0,4096.0,512.0,5.0,2.0,0.0,0.0,5.0,2.0,0.0,2461696.0,1024.0,2403821.0,2.0,49504.0,8388608.0,4096.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1336.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1376.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1440.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1452.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1540.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1556.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1600.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1660.0x7ff6d39e0000.dmp,34404.0,6.0,0.0,0.0,240.0,34.0,523.0,10.0,0.0,1077760.0,1763328.0,0.0,92324.0,4096.0,140698089029632.0,4096.0,512.0,5.0,2.0,601.0,22.0,5.0,2.0,0.0,2859008.0,1024.0,2855878.0,3.0,33216.0,1048576.0,4096.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1668.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1684.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1708.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1728.0x7ff78c490000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,15360.0,73216.0,512.0,16576.0,4096.0,140701187244032.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,106496.0,1024.0,119588.0,2.0,49632.0,524288.0,8192.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1784.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1804.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
E:/sampel/case4_Africa/dmp/pid.1824.0x7ff7dc9a0000.dmp,34404.0,7.0,0.0,0.0,240.0,34.0,523.0,14.0,20.0,26112.0,23040.0,0.0,20096.0,4096.0,140702534729728.0,4096.0,512.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,69632.0,1024.0,115556.0,2.0,49504.0,524288.0,16384.0,1048576.0,4096.0,0.0,16.0
